state,year,quarter,district,registered_users,year_quarter
andhra-pradesh,2018,2,east godavari,454398,2018-Q2
andhra-pradesh,2018,2,krishna,431965,2018-Q2
andhra-pradesh,2018,2,guntur,420326,2018-Q2
andhra-pradesh,2018,2,chittoor,414306,2018-Q2
andhra-pradesh,2018,2,anantapur,326383,2018-Q2
andhra-pradesh,2018,2,kurnool,319313,2018-Q2
andhra-pradesh,2018,2,west godavari,282393,2018-Q2
andhra-pradesh,2018,2,spsr nellore,261049,2018-Q2
andhra-pradesh,2018,2,prakasam,253458,2018-Q2
andhra-pradesh,2018,4,visakhapatnam,978288,2018-Q4
andhra-pradesh,2018,4,east godavari,694455,2018-Q4
andhra-pradesh,2018,4,krishna,682479,2018-Q4
andhra-pradesh,2018,4,chittoor,665280,2018-Q4
andhra-pradesh,2018,4,guntur,659552,2018-Q4
andhra-pradesh,2018,4,anantapur,510892,2018-Q4
andhra-pradesh,2018,4,kurnool,498582,2018-Q4
andhra-pradesh,2018,4,west godavari,435668,2018-Q4
andhra-pradesh,2018,4,spsr nellore,407495,2018-Q4
andhra-pradesh,2018,4,prakasam,394962,2018-Q4
andhra-pradesh,2018,1,visakhapatnam,497187,2018-Q1
andhra-pradesh,2018,1,east godavari,350356,2018-Q1
andhra-pradesh,2018,1,krishna,323673,2018-Q1
andhra-pradesh,2018,1,guntur,317065,2018-Q1
andhra-pradesh,2018,1,chittoor,309541,2018-Q1
andhra-pradesh,2018,1,anantapur,241192,2018-Q1
andhra-pradesh,2018,1,kurnool,240133,2018-Q1
andhra-pradesh,2018,1,west godavari,213335,2018-Q1
andhra-pradesh,2018,1,spsr nellore,194475,2018-Q1
andhra-pradesh,2018,1,prakasam,189949,2018-Q1
andhra-pradesh,2024,3,visakhapatnam,2487971,2024-Q3
andhra-pradesh,2024,3,ntr,1953695,2024-Q3
andhra-pradesh,2024,3,tirupati,1870882,2024-Q3
andhra-pradesh,2024,3,guntur,1695537,2024-Q3
andhra-pradesh,2024,3,sri potti sriramulu nellore,1446214,2024-Q3
andhra-pradesh,2024,3,ananthapuramu,1320379,2024-Q3
andhra-pradesh,2024,3,kakinada,1293864,2024-Q3
andhra-pradesh,2024,3,ysr,1209820,2024-Q3
andhra-pradesh,2024,3,kurnool,1209238,2024-Q3
andhra-pradesh,2024,3,east godavari,1167720,2024-Q3
andhra-pradesh,2024,2,visakhapatnam,4515738,2024-Q2
andhra-pradesh,2024,2,east godavari,3597667,2024-Q2
andhra-pradesh,2024,2,krishna,3552494,2024-Q2
andhra-pradesh,2024,2,guntur,3508719,2024-Q2
andhra-pradesh,2024,2,chittoor,3335024,2024-Q2
andhra-pradesh,2024,2,anantapur,2720387,2024-Q2
andhra-pradesh,2024,2,kurnool,2580812,2024-Q2
andhra-pradesh,2024,2,west godavari,2409237,2024-Q2
andhra-pradesh,2024,2,spsr nellore,2114324,2024-Q2
andhra-pradesh,2024,2,prakasam,2099814,2024-Q2
andhra-pradesh,2024,4,visakhapatnam,2566650,2024-Q4
andhra-pradesh,2024,4,ntr,2010922,2024-Q4
andhra-pradesh,2024,4,tirupati,1927263,2024-Q4
andhra-pradesh,2024,4,guntur,1749346,2024-Q4
andhra-pradesh,2024,4,sri potti sriramulu nellore,1485904,2024-Q4
andhra-pradesh,2024,4,ananthapuramu,1358486,2024-Q4
andhra-pradesh,2024,4,kakinada,1333623,2024-Q4
andhra-pradesh,2024,4,kurnool,1243710,2024-Q4
andhra-pradesh,2024,4,ysr,1242179,2024-Q4
andhra-pradesh,2024,4,east godavari,1202680,2024-Q4
andhra-pradesh,2024,1,visakhapatnam,4349723,2024-Q1
andhra-pradesh,2024,1,east godavari,3465605,2024-Q1
andhra-pradesh,2024,1,krishna,3423998,2024-Q1
andhra-pradesh,2024,1,guntur,3382454,2024-Q1
andhra-pradesh,2024,1,chittoor,3214678,2024-Q1
andhra-pradesh,2024,1,anantapur,2619335,2024-Q1
andhra-pradesh,2024,1,kurnool,2484451,2024-Q1
andhra-pradesh,2024,1,west godavari,2319971,2024-Q1
andhra-pradesh,2024,1,spsr nellore,2037823,2024-Q1
andhra-pradesh,2024,1,prakasam,2022873,2024-Q1
andhra-pradesh,2023,3,visakhapatnam,4035323,2023-Q3
andhra-pradesh,2023,3,east godavari,3211557,2023-Q3
andhra-pradesh,2023,3,krishna,3177643,2023-Q3
andhra-pradesh,2023,3,guntur,3137289,2023-Q3
andhra-pradesh,2023,3,chittoor,2981337,2023-Q3
andhra-pradesh,2023,3,anantapur,2421293,2023-Q3
andhra-pradesh,2023,3,kurnool,2295754,2023-Q3
andhra-pradesh,2023,3,west godavari,2146530,2023-Q3
andhra-pradesh,2023,3,spsr nellore,1887005,2023-Q3
andhra-pradesh,2023,3,prakasam,1868997,2023-Q3
andhra-pradesh,2023,2,visakhapatnam,3877504,2023-Q2
andhra-pradesh,2023,2,east godavari,3082893,2023-Q2
andhra-pradesh,2023,2,krishna,3054956,2023-Q2
andhra-pradesh,2023,2,guntur,3014655,2023-Q2
andhra-pradesh,2023,2,chittoor,2865250,2023-Q2
andhra-pradesh,2023,2,anantapur,2323796,2023-Q2
andhra-pradesh,2023,2,kurnool,2202517,2023-Q2
andhra-pradesh,2023,2,west godavari,2059880,2023-Q2
andhra-pradesh,2023,2,spsr nellore,1811781,2023-Q2
andhra-pradesh,2023,2,prakasam,1792637,2023-Q2
andhra-pradesh,2023,4,visakhapatnam,4180797,2023-Q4
andhra-pradesh,2023,4,east godavari,3329036,2023-Q4
andhra-pradesh,2023,4,krishna,3291814,2023-Q4
andhra-pradesh,2023,4,guntur,3251121,2023-Q4
andhra-pradesh,2023,4,chittoor,3089391,2023-Q4
andhra-pradesh,2023,4,anantapur,2512744,2023-Q4
andhra-pradesh,2023,4,kurnool,2383042,2023-Q4
andhra-pradesh,2023,4,west godavari,2227243,2023-Q4
andhra-pradesh,2023,4,spsr nellore,1956706,2023-Q4
andhra-pradesh,2023,4,prakasam,1939979,2023-Q4
andhra-pradesh,2023,1,visakhapatnam,3732544,2023-Q1
andhra-pradesh,2023,1,east godavari,2965296,2023-Q1
andhra-pradesh,2023,1,krishna,2941585,2023-Q1
andhra-pradesh,2023,1,guntur,2900895,2023-Q1
andhra-pradesh,2023,1,chittoor,2755784,2023-Q1
andhra-pradesh,2023,1,anantapur,2228505,2023-Q1
andhra-pradesh,2023,1,kurnool,2114023,2023-Q1
andhra-pradesh,2023,1,west godavari,1980446,2023-Q1
andhra-pradesh,2023,1,spsr nellore,1740294,2023-Q1
andhra-pradesh,2023,1,prakasam,1719910,2023-Q1
andhra-pradesh,2020,3,visakhapatnam,2058346,2020-Q3
andhra-pradesh,2020,3,east godavari,1601940,2020-Q3
andhra-pradesh,2020,3,krishna,1599289,2020-Q3
andhra-pradesh,2020,3,guntur,1567595,2020-Q3
andhra-pradesh,2020,3,chittoor,1506503,2020-Q3
andhra-pradesh,2020,3,anantapur,1186851,2020-Q3
andhra-pradesh,2020,3,kurnool,1132240,2020-Q3
andhra-pradesh,2020,3,west godavari,1053674,2020-Q3
andhra-pradesh,2020,3,spsr nellore,937176,2020-Q3
andhra-pradesh,2020,3,prakasam,915240,2020-Q3
andhra-pradesh,2020,2,visakhapatnam,1904719,2020-Q2
andhra-pradesh,2020,2,east godavari,1459116,2020-Q2
andhra-pradesh,2020,2,krishna,1459041,2020-Q2
andhra-pradesh,2020,2,guntur,1426271,2020-Q2
andhra-pradesh,2020,2,chittoor,1385916,2020-Q2
andhra-pradesh,2020,2,anantapur,1076953,2020-Q2
andhra-pradesh,2020,2,kurnool,1035093,2020-Q2
andhra-pradesh,2020,2,west godavari,944829,2020-Q2
andhra-pradesh,2020,2,spsr nellore,854459,2020-Q2
andhra-pradesh,2020,2,prakasam,830709,2020-Q2
andhra-pradesh,2020,4,visakhapatnam,2209658,2020-Q4
andhra-pradesh,2020,4,east godavari,1746280,2020-Q4
andhra-pradesh,2020,4,krishna,1744028,2020-Q4
andhra-pradesh,2020,4,guntur,1712940,2020-Q4
andhra-pradesh,2020,4,chittoor,1631331,2020-Q4
andhra-pradesh,2020,4,anantapur,1295872,2020-Q4
andhra-pradesh,2020,4,kurnool,1230466,2020-Q4
andhra-pradesh,2020,4,west godavari,1163179,2020-Q4
andhra-pradesh,2020,4,spsr nellore,1022944,2020-Q4
andhra-pradesh,2020,4,prakasam,999462,2020-Q4
andhra-pradesh,2020,1,visakhapatnam,1763581,2020-Q1
andhra-pradesh,2020,1,krishna,1331602,2020-Q1
andhra-pradesh,2020,1,east godavari,1329664,2020-Q1
andhra-pradesh,2020,1,guntur,1289678,2020-Q1
andhra-pradesh,2020,1,chittoor,1270907,2020-Q1
andhra-pradesh,2020,1,anantapur,971850,2020-Q1
andhra-pradesh,2020,1,kurnool,936293,2020-Q1
andhra-pradesh,2020,1,west godavari,843835,2020-Q1
andhra-pradesh,2020,1,spsr nellore,775440,2020-Q1
andhra-pradesh,2020,1,prakasam,748655,2020-Q1
andhra-pradesh,2019,3,visakhapatnam,1460464,2019-Q3
andhra-pradesh,2019,3,krishna,1066546,2019-Q3
andhra-pradesh,2019,3,east godavari,1057167,2019-Q3
andhra-pradesh,2019,3,chittoor,1032733,2019-Q3
andhra-pradesh,2019,3,guntur,1026418,2019-Q3
andhra-pradesh,2019,3,anantapur,773656,2019-Q3
andhra-pradesh,2019,3,kurnool,755024,2019-Q3
andhra-pradesh,2019,3,west godavari,662102,2019-Q3
andhra-pradesh,2019,3,spsr nellore,619592,2019-Q3
andhra-pradesh,2019,3,prakasam,598568,2019-Q3
andhra-pradesh,2019,2,visakhapatnam,1318740,2019-Q2
andhra-pradesh,2019,2,krishna,952300,2019-Q2
andhra-pradesh,2019,2,east godavari,945181,2019-Q2
andhra-pradesh,2019,2,chittoor,925491,2019-Q2
andhra-pradesh,2019,2,guntur,915256,2019-Q2
andhra-pradesh,2019,2,anantapur,695114,2019-Q2
andhra-pradesh,2019,2,kurnool,680118,2019-Q2
andhra-pradesh,2019,2,west godavari,592185,2019-Q2
andhra-pradesh,2019,2,spsr nellore,558303,2019-Q2
andhra-pradesh,2019,2,prakasam,539462,2019-Q2
andhra-pradesh,2019,4,visakhapatnam,1620235,2019-Q4
andhra-pradesh,2019,4,krishna,1199971,2019-Q4
andhra-pradesh,2019,4,east godavari,1195228,2019-Q4
andhra-pradesh,2019,4,guntur,1158708,2019-Q4
andhra-pradesh,2019,4,chittoor,1156351,2019-Q4
andhra-pradesh,2019,4,anantapur,873033,2019-Q4
andhra-pradesh,2019,4,kurnool,846885,2019-Q4
andhra-pradesh,2019,4,west godavari,750078,2019-Q4
andhra-pradesh,2019,4,spsr nellore,697154,2019-Q4
andhra-pradesh,2019,4,prakasam,673522,2019-Q4
andhra-pradesh,2019,1,visakhapatnam,1174517,2019-Q1
andhra-pradesh,2019,1,east godavari,839277,2019-Q1
andhra-pradesh,2019,1,krishna,833694,2019-Q1
andhra-pradesh,2019,1,chittoor,812314,2019-Q1
andhra-pradesh,2019,1,guntur,802394,2019-Q1
andhra-pradesh,2019,1,anantapur,612162,2019-Q1
andhra-pradesh,2019,1,kurnool,599422,2019-Q1
andhra-pradesh,2019,1,west godavari,523372,2019-Q1
andhra-pradesh,2019,1,spsr nellore,491908,2019-Q1
andhra-pradesh,2019,1,prakasam,474260,2019-Q1
andhra-pradesh,2022,3,visakhapatnam,3397514,2022-Q3
andhra-pradesh,2022,3,east godavari,2702234,2022-Q3
andhra-pradesh,2022,3,krishna,2685215,2022-Q3
andhra-pradesh,2022,3,guntur,2647100,2022-Q3
andhra-pradesh,2022,3,chittoor,2517657,2022-Q3
andhra-pradesh,2022,3,anantapur,2030824,2022-Q3
andhra-pradesh,2022,3,kurnool,1924127,2022-Q3
andhra-pradesh,2022,3,west godavari,1805967,2022-Q3
andhra-pradesh,2022,3,spsr nellore,1588875,2022-Q3
andhra-pradesh,2022,3,prakasam,1567520,2022-Q3
andhra-pradesh,2022,2,visakhapatnam,3226029,2022-Q2
andhra-pradesh,2022,2,east godavari,2564165,2022-Q2
andhra-pradesh,2022,2,krishna,2552107,2022-Q2
andhra-pradesh,2022,2,guntur,2514794,2022-Q2
andhra-pradesh,2022,2,chittoor,2392549,2022-Q2
andhra-pradesh,2022,2,anantapur,1928213,2022-Q2
andhra-pradesh,2022,2,kurnool,1825280,2022-Q2
andhra-pradesh,2022,2,west godavari,1714357,2022-Q2
andhra-pradesh,2022,2,spsr nellore,1509927,2022-Q2
andhra-pradesh,2022,2,prakasam,1487589,2022-Q2
andhra-pradesh,2022,4,visakhapatnam,3566854,2022-Q4
andhra-pradesh,2022,4,east godavari,2835087,2022-Q4
andhra-pradesh,2022,4,krishna,2813645,2022-Q4
andhra-pradesh,2022,4,guntur,2774365,2022-Q4
andhra-pradesh,2022,4,chittoor,2636036,2022-Q4
andhra-pradesh,2022,4,anantapur,2128066,2022-Q4
andhra-pradesh,2022,4,kurnool,2018290,2022-Q4
andhra-pradesh,2022,4,west godavari,1893310,2022-Q4
andhra-pradesh,2022,4,spsr nellore,1663684,2022-Q4
andhra-pradesh,2022,4,prakasam,1642503,2022-Q4
andhra-pradesh,2022,1,visakhapatnam,3061324,2022-Q1
andhra-pradesh,2022,1,east godavari,2432305,2022-Q1
andhra-pradesh,2022,1,krishna,2423373,2022-Q1
andhra-pradesh,2022,1,guntur,2387051,2022-Q1
andhra-pradesh,2022,1,chittoor,2270705,2022-Q1
andhra-pradesh,2022,1,anantapur,1827094,2022-Q1
andhra-pradesh,2022,1,kurnool,1729513,2022-Q1
andhra-pradesh,2022,1,west godavari,1626039,2022-Q1
andhra-pradesh,2022,1,spsr nellore,1431664,2022-Q1
andhra-pradesh,2022,1,prakasam,1408929,2022-Q1
haryana,2021,3,gurugram,2589324,2021-Q3
haryana,2021,3,faridabad,1459758,2021-Q3
haryana,2021,3,hisar,606513,2021-Q3
haryana,2021,3,sonipat,549613,2021-Q3
haryana,2021,3,rewari,522734,2021-Q3
haryana,2021,3,panipat,489226,2021-Q3
haryana,2021,3,karnal,464990,2021-Q3
haryana,2021,3,jhajjar,390612,2021-Q3
haryana,2021,3,palwal,387557,2021-Q3
haryana,2021,3,rohtak,380370,2021-Q3
haryana,2021,2,gurugram,2416391,2021-Q2
haryana,2021,2,faridabad,1360855,2021-Q2
haryana,2021,2,hisar,564047,2021-Q2
haryana,2021,2,sonipat,510058,2021-Q2
haryana,2021,2,rewari,485784,2021-Q2
haryana,2021,2,panipat,454218,2021-Q2
haryana,2021,2,karnal,432042,2021-Q2
haryana,2021,2,jhajjar,362160,2021-Q2
haryana,2021,2,palwal,359544,2021-Q2
haryana,2021,2,rohtak,353305,2021-Q2
haryana,2021,4,gurugram,2764490,2021-Q4
haryana,2021,4,faridabad,1559756,2021-Q4
haryana,2021,4,hisar,648827,2021-Q4
haryana,2021,4,sonipat,588700,2021-Q4
haryana,2021,4,rewari,559494,2021-Q4
haryana,2021,4,panipat,523678,2021-Q4
haryana,2021,4,karnal,497166,2021-Q4
haryana,2021,4,jhajjar,418950,2021-Q4
haryana,2021,4,palwal,415495,2021-Q4
haryana,2021,4,rohtak,407245,2021-Q4
haryana,2021,1,gurugram,2262589,2021-Q1
haryana,2021,1,faridabad,1272506,2021-Q1
haryana,2021,1,hisar,526528,2021-Q1
haryana,2021,1,sonipat,475192,2021-Q1
haryana,2021,1,rewari,453500,2021-Q1
haryana,2021,1,panipat,423131,2021-Q1
haryana,2021,1,karnal,402850,2021-Q1
haryana,2021,1,jhajjar,337303,2021-Q1
haryana,2021,1,palwal,335048,2021-Q1
haryana,2021,1,rohtak,329147,2021-Q1
haryana,2018,3,gurugram,767369,2018-Q3
haryana,2018,3,faridabad,383316,2018-Q3
haryana,2018,3,hisar,176380,2018-Q3
haryana,2018,3,rewari,138368,2018-Q3
haryana,2018,3,sonipat,132705,2018-Q3
haryana,2018,3,panipat,124290,2018-Q3
haryana,2018,3,karnal,121471,2018-Q3
haryana,2018,3,sirsa,109165,2018-Q3
haryana,2018,3,rohtak,101649,2018-Q3
haryana,2018,3,ambala,92472,2018-Q3
haryana,2018,2,gurugram,621718,2018-Q2
haryana,2018,2,faridabad,306358,2018-Q2
haryana,2018,2,hisar,147599,2018-Q2
haryana,2018,2,rewari,113056,2018-Q2
haryana,2018,2,sonipat,106837,2018-Q2
haryana,2018,2,panipat,101243,2018-Q2
haryana,2018,2,karnal,98276,2018-Q2
haryana,2018,2,sirsa,91908,2018-Q2
haryana,2018,2,rohtak,82822,2018-Q2
haryana,2018,2,bhiwani,75485,2018-Q2
haryana,2018,4,gurugram,967781,2018-Q4
haryana,2018,4,faridabad,521996,2018-Q4
haryana,2018,4,hisar,210671,2018-Q4
haryana,2018,4,rewari,172035,2018-Q4
haryana,2018,4,sonipat,165599,2018-Q4
haryana,2018,4,panipat,153137,2018-Q4
haryana,2018,4,karnal,149062,2018-Q4
haryana,2018,4,sirsa,127874,2018-Q4
haryana,2018,4,rohtak,124365,2018-Q4
haryana,2018,4,jhajjar,114488,2018-Q4
haryana,2018,1,gurugram,474081,2018-Q1
haryana,2018,1,faridabad,231504,2018-Q1
haryana,2018,1,hisar,113872,2018-Q1
haryana,2018,1,rewari,85350,2018-Q1
haryana,2018,1,sonipat,79638,2018-Q1
haryana,2018,1,panipat,74739,2018-Q1
haryana,2018,1,karnal,73612,2018-Q1
haryana,2018,1,sirsa,70800,2018-Q1
haryana,2018,1,rohtak,62452,2018-Q1
haryana,2018,1,bhiwani,57585,2018-Q1
haryana,2024,3,gurugram,4264705,2024-Q3
haryana,2024,3,faridabad,2263356,2024-Q3
haryana,2024,3,sonipat,1056983,2024-Q3
haryana,2024,3,hisar,926328,2024-Q3
haryana,2024,3,panipat,885898,2024-Q3
haryana,2024,3,rewari,817240,2024-Q3
haryana,2024,3,karnal,740449,2024-Q3
haryana,2024,3,jhajjar,726930,2024-Q3
haryana,2024,3,nuh,657942,2024-Q3
haryana,2024,3,palwal,643422,2024-Q3
haryana,2024,2,gurugram,4289099,2024-Q2
haryana,2024,2,faridabad,2432061,2024-Q2
haryana,2024,2,hisar,1017200,2024-Q2
haryana,2024,2,sonipat,925604,2024-Q2
haryana,2024,2,rewari,882152,2024-Q2
haryana,2024,2,panipat,820766,2024-Q2
haryana,2024,2,karnal,769577,2024-Q2
haryana,2024,2,jhajjar,662778,2024-Q2
haryana,2024,2,palwal,654617,2024-Q2
haryana,2024,2,rohtak,635272,2024-Q2
haryana,2024,4,gurugram,4394202,2024-Q4
haryana,2024,4,faridabad,2323097,2024-Q4
haryana,2024,4,sonipat,1085801,2024-Q4
haryana,2024,4,hisar,952421,2024-Q4
haryana,2024,4,panipat,910441,2024-Q4
haryana,2024,4,rewari,838890,2024-Q4
haryana,2024,4,karnal,763389,2024-Q4
haryana,2024,4,jhajjar,746192,2024-Q4
haryana,2024,4,nuh,675794,2024-Q4
haryana,2024,4,palwal,661233,2024-Q4
haryana,2024,1,gurugram,4134124,2024-Q1
haryana,2024,1,faridabad,2342026,2024-Q1
haryana,2024,1,hisar,981843,2024-Q1
haryana,2024,1,sonipat,892110,2024-Q1
haryana,2024,1,rewari,850468,2024-Q1
haryana,2024,1,panipat,791258,2024-Q1
haryana,2024,1,karnal,741880,2024-Q1
haryana,2024,1,jhajjar,638613,2024-Q1
haryana,2024,1,palwal,630556,2024-Q1
haryana,2024,1,rohtak,612619,2024-Q1
haryana,2023,3,gurugram,3846607,2023-Q3
haryana,2023,3,faridabad,2177737,2023-Q3
haryana,2023,3,hisar,913340,2023-Q3
haryana,2023,3,sonipat,828230,2023-Q3
haryana,2023,3,rewari,788131,2023-Q3
haryana,2023,3,panipat,735266,2023-Q3
haryana,2023,3,karnal,690422,2023-Q3
haryana,2023,3,jhajjar,591881,2023-Q3
haryana,2023,3,palwal,585232,2023-Q3
haryana,2023,3,rohtak,570001,2023-Q3
haryana,2023,2,gurugram,3707352,2023-Q2
haryana,2023,2,faridabad,2097648,2023-Q2
haryana,2023,2,hisar,879031,2023-Q2
haryana,2023,2,sonipat,796213,2023-Q2
haryana,2023,2,rewari,757958,2023-Q2
haryana,2023,2,panipat,706703,2023-Q2
haryana,2023,2,karnal,664313,2023-Q2
haryana,2023,2,jhajjar,568479,2023-Q2
haryana,2023,2,palwal,562608,2023-Q2
haryana,2023,2,rohtak,547825,2023-Q2
haryana,2023,4,gurugram,3980597,2023-Q4
haryana,2023,4,faridabad,2254787,2023-Q4
haryana,2023,4,hisar,945044,2023-Q4
haryana,2023,4,sonipat,857752,2023-Q4
haryana,2023,4,rewari,817197,2023-Q4
haryana,2023,4,panipat,761069,2023-Q4
haryana,2023,4,karnal,714314,2023-Q4
haryana,2023,4,jhajjar,613796,2023-Q4
haryana,2023,4,palwal,606281,2023-Q4
haryana,2023,4,rohtak,589438,2023-Q4
haryana,2023,1,gurugram,3572322,2023-Q1
haryana,2023,1,faridabad,2018956,2023-Q1
haryana,2023,1,hisar,846309,2023-Q1
haryana,2023,1,sonipat,764865,2023-Q1
haryana,2023,1,rewari,728428,2023-Q1
haryana,2023,1,panipat,679052,2023-Q1
haryana,2023,1,karnal,638547,2023-Q1
haryana,2023,1,jhajjar,545862,2023-Q1
haryana,2023,1,palwal,540064,2023-Q1
haryana,2023,1,rohtak,527046,2023-Q1
haryana,2020,3,gurugram,1949331,2020-Q3
haryana,2020,3,faridabad,1094570,2020-Q3
haryana,2020,3,hisar,453910,2020-Q3
haryana,2020,3,sonipat,402001,2020-Q3
haryana,2020,3,rewari,388025,2020-Q3
haryana,2020,3,panipat,357830,2020-Q3
haryana,2020,3,karnal,344289,2020-Q3
haryana,2020,3,palwal,285223,2020-Q3
haryana,2020,3,jhajjar,284852,2020-Q3
haryana,2020,3,rohtak,280325,2020-Q3
haryana,2020,2,gurugram,1809777,2020-Q2
haryana,2020,2,faridabad,1010271,2020-Q2
haryana,2020,2,hisar,417164,2020-Q2
haryana,2020,2,sonipat,362890,2020-Q2
haryana,2020,2,rewari,354024,2020-Q2
haryana,2020,2,panipat,324833,2020-Q2
haryana,2020,2,karnal,313828,2020-Q2
haryana,2020,2,palwal,259528,2020-Q2
haryana,2020,2,jhajjar,256581,2020-Q2
haryana,2020,2,rohtak,254647,2020-Q2
haryana,2020,4,gurugram,2104240,2020-Q4
haryana,2020,4,faridabad,1182635,2020-Q4
haryana,2020,4,hisar,490971,2020-Q4
haryana,2020,4,sonipat,441088,2020-Q4
haryana,2020,4,rewari,421106,2020-Q4
haryana,2020,4,panipat,391952,2020-Q4
haryana,2020,4,karnal,374733,2020-Q4
haryana,2020,4,jhajjar,313144,2020-Q4
haryana,2020,4,palwal,310698,2020-Q4
haryana,2020,4,rohtak,305922,2020-Q4
haryana,2020,1,gurugram,1700505,2020-Q1
haryana,2020,1,faridabad,935992,2020-Q1
haryana,2020,1,hisar,382469,2020-Q1
haryana,2020,1,sonipat,325111,2020-Q1
haryana,2020,1,rewari,323001,2020-Q1
haryana,2020,1,panipat,293916,2020-Q1
haryana,2020,1,karnal,283270,2020-Q1
haryana,2020,1,palwal,233542,2020-Q1
haryana,2020,1,rohtak,231317,2020-Q1
haryana,2020,1,jhajjar,230059,2020-Q1
haryana,2019,3,gurugram,1447473,2019-Q3
haryana,2019,3,faridabad,792884,2019-Q3
haryana,2019,3,hisar,308179,2019-Q3
haryana,2019,3,rewari,266893,2019-Q3
haryana,2019,3,sonipat,261554,2019-Q3
haryana,2019,3,panipat,235346,2019-Q3
haryana,2019,3,karnal,230603,2019-Q3
haryana,2019,3,rohtak,190137,2019-Q3
haryana,2019,3,palwal,188217,2019-Q3
haryana,2019,3,jhajjar,185095,2019-Q3
haryana,2019,2,gurugram,1307319,2019-Q2
haryana,2019,2,faridabad,716593,2019-Q2
haryana,2019,2,hisar,277720,2019-Q2
haryana,2019,2,rewari,238349,2019-Q2
haryana,2019,2,sonipat,230883,2019-Q2
haryana,2019,2,panipat,208172,2019-Q2
haryana,2019,2,karnal,204255,2019-Q2
haryana,2019,2,rohtak,169372,2019-Q2
haryana,2019,2,palwal,165665,2019-Q2
haryana,2019,2,sirsa,163468,2019-Q2
haryana,2019,4,gurugram,1574240,2019-Q4
haryana,2019,4,faridabad,862595,2019-Q4
haryana,2019,4,hisar,339753,2019-Q4
haryana,2019,4,rewari,294161,2019-Q4
haryana,2019,4,sonipat,291479,2019-Q4
haryana,2019,4,panipat,262435,2019-Q4
haryana,2019,4,karnal,255280,2019-Q4
haryana,2019,4,rohtak,209750,2019-Q4
haryana,2019,4,palwal,209434,2019-Q4
haryana,2019,4,jhajjar,206377,2019-Q4
haryana,2019,1,gurugram,1159832,2019-Q1
haryana,2019,1,faridabad,634024,2019-Q1
haryana,2019,1,hisar,245236,2019-Q1
haryana,2019,1,rewari,207051,2019-Q1
haryana,2019,1,sonipat,199593,2019-Q1
haryana,2019,1,panipat,181548,2019-Q1
haryana,2019,1,karnal,177042,2019-Q1
haryana,2019,1,rohtak,147392,2019-Q1
haryana,2019,1,sirsa,146936,2019-Q1
haryana,2019,1,palwal,141953,2019-Q1
haryana,2022,3,gurugram,3251792,2022-Q3
haryana,2022,3,faridabad,1837594,2022-Q3
haryana,2022,3,hisar,766206,2022-Q3
haryana,2022,3,sonipat,697349,2022-Q3
haryana,2022,3,rewari,663418,2022-Q3
haryana,2022,3,panipat,618937,2022-Q3
haryana,2022,3,karnal,584928,2022-Q3
haryana,2022,3,jhajjar,497580,2022-Q3
haryana,2022,3,palwal,492837,2022-Q3
haryana,2022,3,rohtak,481082,2022-Q3
haryana,2022,2,gurugram,3088176,2022-Q2
haryana,2022,2,faridabad,1743764,2022-Q2
haryana,2022,2,hisar,727942,2022-Q2
haryana,2022,2,sonipat,661278,2022-Q2
haryana,2022,2,rewari,628614,2022-Q2
haryana,2022,2,panipat,587006,2022-Q2
haryana,2022,2,karnal,555939,2022-Q2
haryana,2022,2,jhajjar,471357,2022-Q2
haryana,2022,2,palwal,466861,2022-Q2
haryana,2022,2,rohtak,456537,2022-Q2
haryana,2022,4,gurugram,3416098,2022-Q4
haryana,2022,4,faridabad,1930743,2022-Q4
haryana,2022,4,hisar,801156,2022-Q4
haryana,2022,4,sonipat,731324,2022-Q4
haryana,2022,4,rewari,696113,2022-Q4
haryana,2022,4,panipat,649292,2022-Q4
haryana,2022,4,karnal,611868,2022-Q4
haryana,2022,4,jhajjar,521692,2022-Q4
haryana,2022,4,palwal,516553,2022-Q4
haryana,2022,4,rohtak,504058,2022-Q4
haryana,2022,1,gurugram,2929873,2022-Q1
haryana,2022,1,faridabad,1654074,2022-Q1
haryana,2022,1,hisar,689980,2022-Q1
haryana,2022,1,sonipat,626016,2022-Q1
haryana,2022,1,rewari,595001,2022-Q1
haryana,2022,1,panipat,556104,2022-Q1
haryana,2022,1,karnal,527415,2022-Q1
haryana,2022,1,jhajjar,445888,2022-Q1
haryana,2022,1,palwal,441872,2022-Q1
haryana,2022,1,rohtak,432623,2022-Q1
chandigarh,2021,3,chandigarh,480463,2021-Q3
chandigarh,2021,2,chandigarh,448572,2021-Q2
chandigarh,2021,4,chandigarh,512092,2021-Q4
chandigarh,2021,1,chandigarh,419998,2021-Q1
chandigarh,2018,3,chandigarh,143893,2018-Q3
chandigarh,2018,2,chandigarh,115219,2018-Q2
chandigarh,2018,4,chandigarh,177747,2018-Q4
chandigarh,2018,1,chandigarh,86268,2018-Q1
chandigarh,2024,3,chandigarh,700398,2024-Q3
chandigarh,2024,2,chandigarh,782791,2024-Q2
chandigarh,2024,4,chandigarh,721216,2024-Q4
chandigarh,2024,1,chandigarh,754849,2024-Q1
chandigarh,2023,3,chandigarh,704144,2023-Q3
chandigarh,2023,2,chandigarh,678662,2023-Q2
chandigarh,2023,4,chandigarh,727594,2023-Q4
chandigarh,2023,1,chandigarh,654522,2023-Q1
